location,title,company,salary,summary
"New York, NY",Sr Quantitative Finance Analyst,    Sr Quantitative Finance Analyst,140000.0,"Deep knowledge of banking products and services. PhD in a quantitative field Mathematics, Physics, etc. (PhD in Statistics is preferred)...."
"New York, NY 10017 (Midtown area)",Senior Data Scientist,        Analytic Recruiting,160000.0,"Insurance, analytics, statistics, statistician, statistical, model, modeler, SAS, R, Python, risk, underwriting, data science...."
"New York, NY",Junior Data Scientist,        Oliver James Associates,110500.0,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Create project milestone plans to ensure projects are..."
"New York, NY",Senior Data Scientist,        Oliver James Associates,170000.0,"You will work closely with data engineers and BI experts to develop a streamlined, efficient and robust data architecture to meet business needs for data..."
"New York, NY",Senior Data Scientist,    All-In Analytics,145000.0,The position will provide thought leadership and project management to a cross-functional team to deliver complex analytical projects that solve important...
"New York, NY",Data Scientist Healthcare,        Smith Hanley Associates,115000.0,Hands on data analytics and project management supporting our Actuarial Consultants. Applying innovative techniques to large payer data sets to establish value...
"New York, NY",Machine Learning Researcher,        Execu | Search,125000.0,"In this role, the Machine Learning Researcher will be responsible for applying, adapting, and extending existing results in the broad field of machine learning,..."
"New York, NY",EpicCare Ambulatory Analyst: Research-Registry TP136,    Edwards Place of Employment,112500.0,Conduct project management activities as required. Ensure test scripts are created/reviewed/updated. In-depth knowledge/build experience creating CER rules....
"Bronx, NY 10468 (Fordham area)",Research Technician,        Lehman College,25000.0,"Assists scientists, students, and other technicians in the performance of laboratory and investigative research procedures...."
"Manhattan, NY",Environmental Permits Coordinator,    DEPT OF PARKS & RECREATION,65977.0,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"New York, NY 10150 (Midtown area)",Data Engineer,    Twenty Recruitment,135000.0,VC funded online video software company is looking for a data engineer to join their growing start-up.One of the most well-known products in the video community...
"New York, NY",Python Backend working with Deep Learning,        Jobspring Partners,150000.0,They are looking for a seasoned back-end engineer to join their team of mobile engineers and data scientists....
"New York, NY 10003 (Greenwich Village area)",Research Implementation Supervisor,    Center for Latino Adolescent and Family Health - N...,48000.0,Prepare and participate in weekly or bi-weekly conference calls with Principal Investigator and scientists from the Centers for Disease Control and Prevention....
"Manhattan, NY",Environmental Compliance Specialist,        DEPARTMENT OF TRANSPORTATION,79249.5,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"New York, NY",Quantitative Analyst,        Execu | Search,175000.0,"Analyze large structured and unstructured data sets such as internal trade data, risk data, fundamental data, and sentiment data...."
"New York, NY","Coordinator / Lead Scientist, Municipal Storm Sewer Systems",        POLICE DEPARTMENT,90981.0,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"Chicago, IL","Data Scientist (Python, Spark, AWS)",        Workbridge Associates,90000.0,A digital marketing firm located in River North is looking for a Data Scientist to join their growing analytics team....
"Chicago, IL",Lead Data Scientist,        Jobspring Partners,125000.0,Join one of America’s leaders in providing health benefits as a Lead Data Scientist. This opportunity will allow you to lead the development of Machine Learning...
"Chicago, IL",Principal Data Scientist,        Jobspring Partners,140000.0,This company's Chicago office is seeking a Principal Data Scientist to lead a team and develop machine learning algorithms and other procedures to figure out...
"Chicago, IL 60603 (Loop area)",Machine Learning Engineer,        Jobspring Partners,150000.0,"Currently, they are seeking a Machine Learning Engineer who has experience with Python, Computer Vision/Deep Learning, and ElasticSearch...."
"Chicago, IL",Full Stack Developer,        Workbridge Associates,80000.0,A rare opportunity has opened up within Chicago’s machine learning market! Interest in Data Science is a huge plus....
"Chicago, IL",Research Analyst-Clearing House,        Huxley Associates,90000.0,"Research Analyst-Top Clearing House My client, a high end Clearing Firm is looking to hire a Research Analyst to join their team. The Research Analyst will"
"Downers Grove, IL",Sr. Machine Learning Developer,    All-In Analytics,75000.0,"Under general direction, the Machine Learning developer will develop models using Machine Learning, Deep Learning and other similar technologies to predict and..."
"Chicago, IL",Manager-Quantitative Analyst,    Huxley Banking & Financial Services,120000.0,Work with technology teams to streamline processes and enhance data integrity. Strong technical skills in SQL....
"San Mateo, CA",Site Reliability Engineer,    MountainView Tech Staffing,130000.0,Ensure our data scientists access to PBs of data in multiple Hadoop clusters. Keep TBs of hourly data flowing through our infrastructure....
"San Francisco, CA",Senior Data Science Manager,    Harnham,185000.0,"You will lead a team of 4 data scientists including man-management, motivation, generating and executing analytical strategies and adopting a hands-on approach..."
"San Francisco, CA",Lead Data Scientist - Engagement & Growth,    Harnham,220000.0,"Data Science, Data Scientist, Director, Head of, VP, Big Data, R, SQL, Python, Insight, Analytics, Data, Statistics, Modelling, Machine Learning, Algorithms,..."
"San Francisco, CA 94103 (South Of Market area)",Full Stack Engineer,        TEKSystems,100000.0,Implement experiments and collect data with our data scientists to drive subsequent iterations on these features....
"Campbell, CA",Machine Learning / Deep Learning Internship(s),    TERADEEP INC.,60000.0,Develop highly scalable classifiers / detectors and tools leveraging machine / deep learning in cloud-based applications....
"San Jose, CA 95113 (Downtown area)",Senior Data Scientist,        Workbridge Associates,180000.0,"Background in Python, R, Machine Learning, Hadoop, Spark and Bayesian modeling. The solution comes pre-loaded with a comprehensive library of banking-specific..."
"San Jose, CA 95113 (Downtown area)",Big Data Engineer,        Jobspring Partners,155000.0,"Drawing on your depth of knowledge of the Hadoop ecosystem and data analytics you’ll be responsible for solving challenging real-life, customer use cases in..."
"Campbell, CA",STAFF DATA SCIENTIST / DEEP LEARNING,    TERADEEP INC.,140000.0,"MS / PhD degree in Computer Science, Applied Mathematics, Computer Engineering, Applied Physics or related quantitative field with 5-10+ years of relevant..."
"Santa Clara, CA 95054",Data Entry/research analyst,    ESG Consulting Inc,35000.0,Data Entry/research analyst*. Review and analyze data and strategize ways to improve data entry process. Ensure consistency and uniformity for all the data...
"San Diego, CA 92122","Staff Product Manager, Compliance Testing - Consumer Electro...",        TriStaff Group,145000.0,"Principal Technical Product Manager , DRM, digital rights management, streaming video, media, game consoles, gaming, blueray, , open source, User Interface, ,..."
"Los Angeles, CA",Lead Android Developer,        LT,190000.0,Our data team consists of two data analysts and two data scientists. Your benefits are all top of the line including 100% employer paid health insurance with...
"Washington, DC",Data Scientist,"    Gunther Douglas, Inc.",125000.0,"Five (5) or more years of relevant advanced analytics experience – strong proficiency in advanced statistical, predictive and machine learning techniques (agent..."
"Reston, VA",Criminal Patronage Network (CPN) Research Analyst / Advisor,    Quiet Professionals LLC,180000.0,Salary ranges from $180k-$220k based on experience.*. (min 3 yrs) Counter-Threat Finance methods and tools:. \*THIS POSITION IS IN KABUL\**....
"Reston, VA",Afghan Ministry of Defense (MoD) Research Analyst/Advisor,    Quiet Professionals LLC,200000.0,Salary ranges from $180k-$220k based on experience.*. \*THIS POSITION IS IN KABUL\**....
"Columbia, MD 21044",Senior Systems Administrator,    Impact Research,92500.0,"The successful candidate will operate, maintain, upgrade and troubleshoot physical and virtual servers that support a multi-disciplinary team of engineers,..."
"Laurel, MD 20707",Principal Environmental Engineer,        WSSC,93986.5,"Ability to apply engineering and scientific knowledge to specific processes, planning and leading relevant research, as well as monitoring and conducting data..."
"Boston, MA 02111 (Central area)",Public Health Research Analyst,    Metropolitan Area Planning Council,60000.0,Academic training in public health and a master's degree is preferred as is a strong understanding of public health literature as well as health care and public...
"Newton, MA",Data Analytics Manager / Machine Learning Specialist,    Strategic Employment Partners,130000.0,"5+ years of experience as a Data Analytics Manager, Machine Learning Engineer, Data Scientist, etc. Big data software product company located in Newton is..."
"Boston, MA",Biostatisticians / Boston / Precision Medicine,    Invenia Resourcing,120000.0,Experience in applying statistical methods to the prospective design and analysis of scientific and/or preclinical and clinical problems....
"Boston, MA","Director I, Applied Science, Solaria Labs",        Liberty Mutual,144550.0,"Ability to thrive in a fast paced environment with significant uncertainty, applying test and learn with rapid iterations to converge on a solution...."
"Billerica, MA",Lead EMI Qualification Test Engineer,        CEC,120000.0,"Technicians, engineers, scientists and consultants. Set-up hardware, collect data, analyze data and write reports...."
"Boston, MA",Research Analyst - fintech startup,    Bison,45000.0,Collect and manage private equity and venture capital data on a quarterly basis. Monitor daily market news and aggregate data....
"Philadelphia, PA",Director of Data Science,    Averity,195000.0,"You will not only be expected to lead and manage a team of Data Scientists, as well as communicate your findings to management, but you will also be expected..."
"Horsham, PA",Senior Statistician/Data Scientist-PHARMA,        Smith Hanley Associates,120000.0,"Or Master's Degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline...."
"Philadelphia, PA","Backend Java Developer - Fully AWS, Machine Learning, BioPha...",        Workbridge Associates,125000.0,"Working on a smaller team, you’re going to be sought to move and shift to the demands and technologies of each specific project...."
"Pleasanton, CA 94588",Senior Machine Learning Data Scientist,        Workbridge Associates,200000.0,Leading provider of mortgage software solutions has founded a new high-visibility Data Engineering & Machine Learning organization and is seeking Data...
"San Francisco, CA",Director of Data Science,    Harnham,230000.0,"Data Science, Data Scientist, Director, Head of, VP, Big Data, R, SQL, Python, Insight, Analytics, Data, Statistics, Modelling, Machine Learning...."
"Pleasanton, CA 94566",Machine Learning Engineer/Scientist,        Jobspring Partners,175000.0,With compressive sensing algorithms and deep learning software they have enabled the safest and most reliable full system solution for autonomous vehicles....
"Houston, TX 77010 (Downtown area)",Senior Analytics Manager,    Lawrence Harvey,202500.0,Experience developing and auctioning annual business plansExperience managing a sales targetAbility to originate sales and develop commercial...
"Portland, OR",Associate Director for Clinical Research,        Oregon Health & Science University,275000.0,"Work collaboratively with Director, Knight Clinical Trials Office in the development of the budget for the Knights clinical research units and oversees the..."
"Portland, OR",Postdoctoral Researcher,        Oregon Health & Science University,45000.0,Oregon Health & Science University values a diverse and culturally competent workforce. Excellent communication skills with ability to organize and document...
"Portland, OR",Research/Evaluation Analyst 1 (Medical Monitoring Project Su...,"    Multnomah County, OR",48776.0,"PDES is a joint Multnomah County Health Department (MCHD) and Oregon Health Authority, Public Health Division interdisciplinary group of over 20 research and..."
"Boulder, CO","Head, Jerry Crail Johnson Earth Sciences & Map Library",        University of Colorado,65000.0,"University group health care plans, group life insurance, TIAA administered. Research of scientists in the College of Arts & Sciences as well as several...."
"Phoenix, AZ","Clinical/Research Nurse, OB/GYN (Phoenix, AZ)",        The University of Arizona,70000.0,"This team member will assist in the development and successful execution of clinical trials for which the University of Arizona serves as a sponsor, from..."
