location,title,company,salary,summary
"Torrance, CA",Clinical Laboratory Scientist,    AUMT Laboratory,$42 an hour,Clinical Laboratory Scientist. A current California Clinical laboratory Scientist License Required. Maintain records and review data for accuracy....
"El Segundo, CA 90245","Accenture Insights Platform Product Manager, Western US Regi...",        Accenture,NA,"Deep understanding of analytics, including data management, business intelligence, and predictive analytics...."
"Los Angeles, CA 90036",Video Intern,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Los Angeles, CA",Statistical Coordinator,        UCLA Health,NA,"This position will require the ability to conduct and manage behavioral and clinical research under the direction of the PI, complete tasks according to..."
"El Segundo, CA 90245",Summer Undergrad Intern - Research Scientist,        The Aerospace Corporation,NA,The qualified candidate will become part of the Space Science Department in the Space Science Applications Laboratory and will work alongside Aerospace...
"Los Angeles, CA",Research Analyst,        SEIU United Healthcare Workers - West,NA,"Knowledge or experience in the health care industry is preferred; SEIU-UHW offers a competitive salary, commensurate with experience, and a generous benefit..."
"Los Angeles, CA",Geologist,    The Eastman Group,NA,"Work with a team of engineers and scientists to prepare sampling plans, field notes, and remedial investigation reports documenting sampling results...."
"Manhattan Beach, CA",Software Development Manager-Core Machine Learning,        Amazon Corporate LLC,NA,"In the process, they will collaborate closely with a team of Applied Scientists with expertise in specialized areas such as Natural Language Processing, Text..."
"Los Angeles, CA 90036",Strategic Planning Director (Los Angeles),        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Canoga Park, CA 91304","Scientist II, Bioinformatics",        Thermo Fisher Scientific,NA,"Provide support to manage and query data in SQL database. Collect, clean and manage data from various sources...."
"Los Angeles, CA",Career Coach /Career Advisor,Data Application Lab,NA,We offer unique training program for big data engineer and data scientist. Data Application Lab*. Our lecturers are all from fortune 500 companies and have...
"El Segundo, CA 90245",Entry Level Structures & Payload Design Engineer,        BOEING,NA,
"Glendale, CA",Machine Learning Scientist - Speech and Natural Language,"        Disney Consumer Products, Disney Interactive",NA,"Strong grasp of machine learning and data analytics techniques. 1+ years of hands-on experience in machine learning, recommendation systems, pattern recognition..."
"Los Angeles, CA",Senior Backend Data Engineer,        LT,"$190,000 a year",Our data team consists of three data analysts and three data scientists. Develop highly scalable realtime data pipelines to power data driven products and...
"Canoga Park, CA 91304","Scientist I, Manufacturing Sciences",        Thermo Fisher Scientific,NA,"When you’re part of the team at Thermo Fisher Scientific, you’ll do important work, like helping customers in finding cures for cancer, protecting the..."
"El Segundo, CA 90245",Identity Access Management (IAM) Architect,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Santa Monica, CA",Safety Scientist,"    Kite Pharma, Inc.",NA,"Ability to critically analyze individual and aggregate safety data with scientific rigor. If you are interested in applying for this opportunity, please submit..."
"Torrance, CA",Paid Summer Engineering Internship - Satellite Ion Thrusters...,        L-3 Communications,NA,"Selected applicant will have the opportunity to assist Electric Propulsion scientists and engineers in cathode and thruster testing, performing data analysis,..."
"Los Angeles, CA 90036",360 Video Resident,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1500 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Culver City, CA",Ruby Software Engineer,    NeoHire South,NA,"We are a data analytics firm that develops tools to make data available, accessible, and actionable for the entertainment industry.?..."
"Altadena, CA 91001",Software System Engineer V,"    MORI Associates, Inc.",NA,"This position will provide support and service to engineers and scientists to assist in developing a strategy to efficiently parallelize scientific problems,..."
"Harbor City, CA",Clinical Lab Scientist,        Kaiser Permanente,NA,"Performs pre-analytical, analytical and post-analytical phase testing of all complexities as defined by Clinical Laboratory Improvement Act/Amendment (CLIA) to..."
"Los Angeles, CA 90036",Weekend Staff Writer,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Pasadena, CA",Principal UI/Web Appl. Developer,        ADP,NA,Engineer Analyst Architect Data Scientist Application Developer Design Implementation Chief Principal Enterprise Specialist Infrastructure Research Development...
"Los Angeles, CA",Research Associate II (iPSC Core),        Cedars-Sinai,NA,"The individual will be expected to function efficiently as an individual and cooperatively with a team of faculty, research scientists and associates and..."
"Manhattan Beach, CA",Senior Software Development Engineer - Core Machine Learning,        Amazon Corporate LLC,NA,"In the process, they will collaborate closely with a team of Applied Scientists with expertise in specialized areas such as Natural Language Processing, Text..."
"Pasadena, CA",Software Systems Engineer IV,        Jet Propulsion Laboratory,NA,"Proven ability to effectively interface frequently with key mission stakeholders and customers including scientists, project management, and industry partners,..."
"Los Angeles, CA 90036","Sr. Client Services Manager, Entertainment",        BuzzFeed,NA,Ensure media plans include accurate pricing and available inventory and adhere to defined business processes to ensure optimal program performance....
"Los Angeles, CA 90066",Research Assistant - Intern,        Exponent,NA,"Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve..."
"Pasadena, CA",Analytical Programmer II/III (SAS or R) - Epidemiological Re...,        Kaiser Permanente,NA,Experience working with large data sets containing clinical information from electronic health records....
"Los Angeles, CA","Principal Scientist- Virus Purification, Vaccine","        Pfizer, Inc.",NA,Will work with virus production or purification scientists to plan and execute a series of experimental tasks to address specific scientific objectives of the...
"Pasadena, CA",Deep Learning Scientist,    Oben,NA,"Deep Learning Scientist. As a member of the deep learning team, you will design and develop deep learning algorithms for image recognition/retrieval/detection..."
"Venice, CA 90291",Hindi Translation & Data Analysis,        ZeroChaos,$20 an hour,Analyze collected data according to project guidelines. You ideally have a strong grasp of the target language and have a passion for data analytics....
"Los Angeles, CA",Front-end Engineer,    Aetion,NA,You will develop single page applications for use by medical scientists and doctors. We provide a groundbreaking platform for rapid-cycle analytics of real...
"Los Angeles, CA",Clinical Lab Scientist: Molecular Diagnostics,        UCLA Health,NA,"Current California Clinical Laboratory Scientist License. Able to perform high complexity tests, document and interpret data, and prepare written reports for..."
"El Segundo, CA 90245",Senior Search Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Los Angeles, CA 90036",Casting Intern,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Monrovia, CA",QA Chemist II - QA Department,        Eurofins,NA,"Performing data processing, data entry and generating reports and documentation to meet client’s needs. Eurofins Eaton Analytical, a nationally recognized..."
"Los Angeles, CA 90036","Video Resident, Style",        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Brea, CA",Informatics Design Quality Manager,        Kollmorgen,NA,"Partner with Project Management in the development of project plans, status communications, and the deployment of Informatics QRA resource to ensure on-time..."
"Los Angeles, CA",Programmer / Statistician / Claims Data - Pharmaceutical Con...,    Klein Hersh International,NA,"Use SAS to extract, clean, manage, and analyze administrative health care claims data as a member of research project teams...."
"Duarte, CA 91010",Clinical Laboratory Scientist (CLS) - Flow Cytometry Tech Le...,        City Of Hope,NA,California Clinical Laboratory Scientist (CLS) licensure is required; Performs all technical procedures and other tests in the Flow Cytometry Laboratory in...
"Monrovia, CA",Paleontological Assistant Project Manager & Field Supervisor...,"    Paleo Solutions, Inc.",NA,"We offer a casual, lively, professional, and collaborative office workspace with fellow scientists and administrative staff...."
"Venice, CA 90291",Spanish Data Analysis and Evaluation,        ZeroChaos,$20 an hour,Analyze collected data according to project guidelines. You ideally have a strong grasp of the target language and have a passion for data analytics....
"Los Angeles, CA",Clinical Lab Technologist,        UCLA Health,NA,"A California Clinical Laboratory Scientist license is required. Ability to perform repetitive tasks i.e., computer data entry...."
"Torrance, CA 90501",Research Analyst,    Irvine Technology Corp,NA,"For immediate consideration, please send your resume to Shanna dot Gustafsson at Irvine Tech Corp dot com. Ability to work with mathematical concepts such as..."
"El Segundo, CA 90245",Atomic/Optical Physicist,        The Aerospace Corporation,NA,"Work independently and collaborate well with a diverse, interdisciplinary group of scientists and support staff...."
"Los Angeles, CA 90024",Senior Administrative Assistant/Project Coordinator,"    HKS, Inc.",NA,Project website administrative duties (such as Newforma) Shop drawing processing Day to day CA time sensitive administrative activities required by the CA team...
"Los Angeles, CA 90036",Learning & Development Manager,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"El Segundo, CA 90245",Finance and Business Operations Interns,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Aerospace offers summer internship positions at our...
"Los Angeles, CA",Transfusion Safety Officer,        UCLA Health,NA,Highly desired a current CA RN License or CA Clinical Lab Scientist (CLS) License. We have a wonderful new opportunity in the Clinical Labs!...
"Northridge, CA","Product Manager, eCommerce",    HIRECLOUT,NA,
"Inglewood, CA","Sr. Business Analyst, Fulfillment & Operations Management",        Golden State FC LLC,NA,
"Santa Monica, CA",SDE - Devices Customer Engagement,        Amazon Corporate LLC,NA,"You are a SDE with experience in 1:1 customer communications, recommendation systems, machine learning, big data and data science...."
"Los Angeles, CA","Senior Principal Scientist- Virus Purification, Vaccine","        Pfizer, Inc.",NA,
"Los Angeles, CA",Media Management Intern,    BuzzFeed for Video Internship/Fellowship/Residency,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Los Alamitos, CA",Sr. Counter Intelligence(CI) Research Analyst,        Fulcrum,NA,
"Los Angeles, CA",LABORATORY SUPERVISOR,    IN DEMAND EXECUTIVE ASSOCIATES (IDEA),NA,"California Clinical Laboratory Scientist License._. If you are a match to this position and meet the above requirements, please send resume or for immediate..."
"Los Angeles, CA",Product Specialist Manager,    QuintilesIMS,NA,Understanding of business and Industry Trends and ability to interpret the trends relevant to the business. Provide scientific support and guidance to clients...
"Pasadena, CA 91107",Sr Digital Radar Electronics Engineer,        Raytheon,NA,
"Los Angeles, CA 90036",Editorial Intern,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"West Hills, CA 91307","Assoc, Lab I - West Hills, CA",        Quest Diagnostics,NA,Performs data entry or transfers data to computer for data reduction and prepares for clinical laboratory scientist's review....
"Los Angeles, CA",National Account Relationship Manager,        CDK Global,NA,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ...."
"Rosemead, CA",Senior Project Manager - IT Audits and Data Analytics (MPP2),        Southern California Edison,NA,Defines data analytics output by creating compelling deliverables describing data analytics results and procedures performed....
"El Segundo, CA",Principal Software Engineer,        Raytheon,NA,Candidates have the opportunity to work alongside and be mentored by the best and the brightest engineers and scientists who are providing radar and sensor...
"Pasadena, CA",UX Designer III,        ADP,NA,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and..."
"El Segundo, CA 90245",Industrial Security Specialist II,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"El Segundo, CA 90245",Security Administration Specialist II,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Los Angeles, CA 90057",Medical Technologist/Clinical Lab Scientist,        St. Vincent Medical Center,NA,Requires a valid current license issued from the State Department of Health as a Clinical Laboratory Scientist....
"El Segundo, CA 90245",Senior Optical Component Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Los Angeles, CA",Computer Vision and Deep Learning Scientist,    Talent Merchants,NA,"Conduct applied research in medical image analysis, computer vision, and deep neural networks. Software/algorithms we develop makes critical clinical..."
"Torrance, CA","Scientist, Senior Imaging",        Midmark Corporation,NA,"And data science. Development in the fields of image and signalr processing, machine learning,. Of data analysis tools such as MatLab...."
"El Segundo, CA 90245",Identity Access Management (IAM) Developer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"El Segundo, CA 90245",Range and Satellite Control Enterprise (RSCE) Senior Project...,        The Aerospace Corporation,NA,"Experience working with data architectures, data standards, and cognizant of Industry and Government strategic plans for data products...."
"Los Angeles, CA",Research Analyst,        Fox Television Stations,NA,
"Los Angeles, CA 90067",Entry-level Research Analyst,    Glancy Prongay & Murray LLP,NA,
"Los Angeles, CA",Home-based Sr. Statistical/SAS Programmer,        DOCS,NA,Statistical/SAS Programmers needed for several Pharmaceutical clients. Home-based opportunities included! Qualifications include extensive knowledge of SAS
"Los Angeles, CA",Equity Research - Associate Analyst,"    The TCW Group, Inc.",NA,Responsibilities include compiling data and formulating analysis and opinions to be used in buy/sell/hold recommendations....
"Los Angeles, CA","Clinical Laboratory Scientist, Per Diem",        UCLA Health,NA,
"Los Angeles, CA",Insights Manager,        Riot Games,NA,"As an Insights Manager, you’ll be responsible for ensuring that members of the Insights discipline (researchers, analysts, and other scientists) are equipped to..."
"Reseda, CA",Product Development Scientist,    Giant Concepts LLC,NA,"As assigned by the Product Development Manager, working with customers and other employees to develop, implement and control clinical trials...."
"Vernon, CA 90058",MARKET RESEARCH ANALYST,"    A Plus Vegetable, Inc.",NA,"MARKET RESEARCH ANALYST: Research market condition in local, regional, or gather information to determine potential sales of a product or service or create a"
"Los Angeles, CA",Senior Engineering Manager - Transit & Rail,        WSP | Parsons Brinckerhoff,NA,"Manage staff and activities for a project of significant size and complexity. Approximately 34,000 employees, including engineers, technicians, scientists,..."
"El Segundo, CA 90245",Aerospace Hardware Project Leader,        The Aerospace Corporation,NA,Indivitual works as part of a success-trio with the project systems engineer and project scientist. Work with project teams to ensure project technical and...
"El Segundo, CA 90245",Chief Information Officer,        The Aerospace Corporation,NA,You will be the one to provide vision and leadership for developing and implementing information technology strategy and initiatives and ensure that all systems...
"Los Angeles, CA 90036","Supervising Producer, Pero Like",        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Los Angeles, CA 90031",Marketing Manager,    Two Bit Circus,NA,"We are a band of mad scientists, artists, inventors, storytellers and performers. Understand target audience, competitive landscape and market trends for our..."
"Duarte, CA 91010",Clinical Laboratory Scientist (CLS) 1 - Bone Marrow lab,        City Of Hope,NA,California Clinical Laboratory Scientist (CLS) License is required. Demonstrate behavioral skills that contribute to a productive work in the Hematopathology...
"Duarte, CA 91010",Research Associate II - Molecular and Cellular Biology - Ita...,        City Of Hope,NA,"Under supervision, the Research Associate II performs standard laboratory procedures and is trained in more difficult procedures and theoretical background in a..."
"Anaheim, CA",Clinical Laboratory Scientist Per Diem,    AHMC Anaheim Regional Medical Center ,NA,Current State of California Clinical Laboratory Scientist License. Two years experience as a Clinical Laboratory Scientist in an acute care laboratory preferred...
"Los Angeles, CA",Director Translational Oncology Lead,"        Pfizer, Inc.",NA,"Responsible for the development of scientifically rigorous clinical translational research strategies Design, conduct and coordinate clinical translational..."
"Los Angeles, CA",Immunogenetics Client Services Manager,        UCLA Health,NA,"Clinical Lab Scientist. Along with the clinical staff of the UIC, work with UCLA researchers or outside clients including academic, pharma, industry, and/or..."
"Los Angeles, CA","Clin Lab Scientist, Per Diem",        UCLA Health,NA,A current California clinical Laboratory Scientist License is required. The Clinical Laboratory Scientist will perform a wide variety of technical procedures in...
"El Segundo, CA 90245",Liquid Propulsion Engineer,        The Aerospace Corporation,NA,"Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. In this position, you will perform technical evaluation..."
"Los Angeles, CA",Java Engineer,        LT,"$190,000 a year",Our data team consists of three data analysts and three data scientists. Your insurance benefits are all top of the line including 100% employer paid health...
"Marina del Rey, CA",Acquisition Marketing Manager,    [USA] Neilson Financial Services,NA,Work closely with our Data Scientists to make sure all execution decisions are data-driven and to accurately forecast expected leads and sales from each...
"El Segundo, CA 90245",Satellite Propulsion Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"El Segundo, CA 90245",Senior Space Structures Engineer.,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Los Angeles, CA 90024",Game Designer,    Imbellus,NA,"You will partner with our scientists, artists, and engineers to design the systems that govern our simulation, the objects that populate it and the interactions..."
"Los Angeles, CA",Hadoop Developer,    Lorven Technologies,NA,"Work with large, multi-terabyte, data sets data using Hadoop, Hive and SQL. Collaborate with other teams including Software Developers, Data Scientist, and Data..."
"Los Angeles, CA",Medical Science Liaison,    Celmatix,NA,"Provide scientific exchange with Key Opinion Leaders (KOLs), Physicians, education of Celmatix products and research of interest, and clinical research support...."
"Beverly Hills, CA 90210","Senior Analytics Staff, Consumer and Social Media",        Netflix,NA,"Expert at querying and manipulating petabytes of data for analysis and visualization, using SQL, R, Python, etc...."
"Torrance, CA",Talent Acquisition Specialist,    Physical Optics,NA,"Level engineers and scientists developing novel solutions for the DoD, DOE, NASA, and other federal agencies...."
"Los Angeles, CA",Senior Machine Learning Product Manager,    tronc,NA,We are seeking an exceptional Senior Machine Learning Product Manager for our Los Angeles office to help us build and optimize the tools that will transform...
"El Segundo, CA 90245",Space Structures Engineering Specialist,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Pasadena, CA",Systems Engineer IV with Security Clearance,        Jet Propulsion Laboratory,NA,"Demonstrated capability in science systems engineering, scientific experimentation, scientific research and engineering analysis, especially encompassing both..."
"Los Angeles, CA","Senior Associate Scientist, In vivo Pharmacology Oncology","        Pfizer, Inc.",NA,Regularly read scientific papers and implement learnings in the study designs or project strategies. The successful candidate will join a dynamic team of...
"West Hills, CA 91307","Scientist, Clinical Lab I - WD (Sunday-Thursday, day shift)...",        Quest Diagnostics,NA,"Provides on-going technical guidance to laboratory assistants, laboratory associates, and other Clinical Laboratory Scientists...."
"Los Angeles, CA","Director, Advanced Analytics Solutions",        RAPP,NA,Work as a liaison between data scientists and the rest of the organization translating complex statistical methods into simple explanations and applications....
"Los Angeles, CA","Sr. Specialist Clinical Lab Techno, POC (50%)",        UCLA Health,NA,
"Pasadena, CA","Research Technologist IV, Imaging Spectroscopy with Security...",        Jet Propulsion Laboratory,NA,"Will work with a team of scientists, engineers, and technicians involved in development of advanced algorithms, instrument design, development, testing, and..."
"Brea, CA 92821",Human Factors Engineer Intern,        Beckman Coulter,NA,"For more than 75 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists,..."
"Los Angeles, CA 90036",Senior IT Specialist,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Torrance, CA 90509",Laboratory Technician ( Per Diem - Night Shift ),        Providence Health & Services,NA,"Providence Health & Services is the third largest not-for-profit health system in the United States. Work under the direction of the Laboratory Supervisor, and..."
"Duarte, CA 91010",Medical Technologist,        City Of Hope,NA,Clinical Laboratory Scientist (generalist). California Clinical Histocompatibility Scientist (limited). Clinical Genetic Molecular Biologist Scientist (limited)...
"El Segundo, CA",Front-End Engineer (Senior),    GoGuardian,NA,"If you're an experienced Software Engineer and you're interested in working with and learning from our team of Data Scientists, Product Managers, UI/UX and..."
"Commerce, CA 90040",OPERATIONS RESEARCH ANALYST,"    Cal Royal Products, Inc.",NA,Collect and analyst data and develop decision support software. OPERATIONS RESEARCH ANALYST:....
"Brea, CA 92821",Human Factors Engineer Intern,"        Beckman Coulter, Inc.",NA,"For more than 75 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists,..."
"Pasadena, CA",Scientific Applications Software Engineer III with Security...,        Jet Propulsion Laboratory,NA,"Scientists, operations, decision makers and society at large. Transforming the data collected by these instruments into measurements and preserving them for..."
"Los Angeles, CA",Sr Project Manager,        Beckman Coulter,NA,"Degree with 5-7 years of Project Management experience with proven track record in managing projects required, and be able to provide examples and project..."
"Torrance, CA",Field Applications Engineer - Military Sensor Systems,    Physical Optics,NA,The successful candidate will have excellent technical communication skills and a positive approach to working in an interdisciplinary environment with both...
"El Segundo, CA 90245",Search Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Pasadena, CA",RELEASE MANAGER,        ADP,NA,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and..."
"Pasadena, CA",Assistant Dean of Medical Education - KP School of Medicine...,        Kaiser Permanente,NA,"This candidate will be working with clinical scientists and a revolutionary curriculum. Ensure that, where applicable, accreditation standards are met and that..."
"Los Angeles, CA","Senior Scientist Computational Biology, Immune Oncology (IO)","        Pfizer, Inc.",NA,The scientist will be responsible for developing methods for identifying IO biomarkers from pre-clinical data and designing approaches to translate these...
"Los Angeles, CA",Russian Speaking Research Analyst,    The Camstoll Group,NA,"Utilizing proprietary open-source research methods, network analysis, and data analytics, we generate insights into today's most complex policy, regulatory or..."
"Los Angeles, CA","Environmental Engineer, Geologist, Hydrogeologist, or Scient...","    Rincon Consultants, Inc.",NA,"Is a highly qualified professional consulting firm comprised of environmental scientists, geologists, engineers, biologists, planners, soil scientists, wetland..."
"Brea, CA 92821",Master Scheduler,"        Beckman Coulter, Inc.",NA,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying..."
"Los Angeles, CA","Sr. Specialist Clinical Lab Technologist, POC",        UCLA Health,NA,"A current California Clinical Lab Scientist license is required. Oversee collection of QA data. Monitor proficiency and competency testing, review all data,..."
"El Segundo, CA 90245","Vehicle, Shock and Vibration Engineer",        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"El Segundo, CA 90245",Launch Structures Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Terminal Island, CA",R&D Scientist,        The J. M. Smucker Company,NA,May formally manage a small number of individuals in own area of expertise. Partners with team members to develop key tasks and project plans for timely...
"Santa Monica, CA","Software Development Manager, Devices Customer Engagement",        Amazon Corporate LLC,NA,"You are a an SDM with experience leading teams in the areas of 1:1 customer communications, recommendation systems, machine learning, big data and data science...."
"Torrance, CA",Part Time Clinical Laboratory Scientist,    AUMT Laboratory,NA,A current California Clinical laboratory Scientist License Required. Maintain records and review data for accuracy....
"Los Angeles, CA 90036",Production Intern,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Monterey Park, CA",Clinical Laboratory Scientist PT VARIBLE,    Garfield Medical Center ,NA,A valid and current Clinical Laboratory Scientist license issued by the State of California Department of Health Services....
"Los Angeles, CA 90025",Mesenchymal Stem Cell (MSC) Laboratory Technician,        California Cryobank,NA,"Maintains accurate inventory system of stem cell units from processing, labeling, cryopreservation, storage and release.Assists with preparing frozen MSC for..."
"Los Angeles, CA 90036",Media Management Intern,        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Los Angeles, CA 90036","Brand Strategy Manager, Entertainment (Los Angeles)",        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Los Angeles, CA 90036","Product Manager, Co-Branded Video",        BuzzFeed,NA,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,..."
"Santa Fe Springs, CA",CLS - Molecular or Hematology,"    Physicians Automated Laboratory, Inc.",NA,Current 3 years’ experience as a Generalist Clinical Laboratory Scientist in one or more sections of the clinical laboratory is needed....
"Terminal Island, CA",R&D Lead Technician - Process Lab,        The J. M. Smucker Company,NA,"Provide accurate and timely summaries of experiments performed including data compilation, machine settings, process parameters, recipe contents, etc...."
"Los Angeles, CA",Lead Android Developer,        LT,"$200,000 a year",Our data team consists of two data analysts and two data scientists. Your benefits are all top of the line including 100% employer paid health insurance with...
"Los Angeles, CA",Quality Control Scientist,    Apex Life Sciences,NA,Monitor and trend data. Provide Quality Control testing of clinical manufacturing of final drug product....
"Los Angeles, CA",Arabic Speaking Research Analyst,    The Camstoll Group,NA,"Utilizing proprietary open-source research methods, network analysis, and data analytics, we generate insights into today's most complex policy, regulatory or..."
"Los Angeles, CA",Regional Sales Manager,    Celmatix,NA,Our leadership team includes a diverse group of world-class scientists and professionals including a founder recently recognized by Fortune Magazine as one of...
"Los Angeles, CA",CT Technologist,        UCLA Health,NA,The CT Technologist may be assigned Alternate Lead responsibilities in the absence of the CT Manager and/or the Lead CT Technologist.The Technologist is to...
"Los Angeles, CA",Clinical Laboratory Scientist: Blood Bank,        UCLA Health,NA,Requires a current California Clinical Lab Scientist License and preferably two years of recent clinical laboratory experience in a Blood Bank....
"Los Angeles, CA 90025",Laboratory Technician- Stem Cell,        California Cryobank,NA,Performs ancillary laboratory procedures that do not require a Clinical Laboratory Scientist license and data entry of processing and test results.Assists with...
"Long Beach, CA",Phlebotomist (8) - Clincial Laboratory (PD Days),        MemorialCare,NA,"The Phlebotomist also performs all activities, pre-analytic analysis, analytic analysis, and data management under the direction of a California Licensed..."
"El Segundo, CA","Scientist, Quality Control - Analytical","    Kite Pharma, Inc.",NA,"If you are interested in applying for this opportunity, please submit your resume or CV, cover letter and salary requirements...."
"Brea, CA 92821",Senior Specialist Customer Technical Support,"        Beckman Coulter, Inc.",NA,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying..."
"Los Angeles, CA",Clinical Lab Scientist,        UCLA Health,NA,A current California clinical Laboratory Scientist License is required. Full time Clinical Laboratory Scientist (CLS) position in the BURL Panorama City CLS...
"El Segundo, CA 90245",Associate Electro-Optical Engineer,        The Aerospace Corporation,NA,Work with scientists and engineers to configure data acquisition systems for laboratory experiments. Our state-of-the-art laboratory facilities are staffed by...
"El Segundo, CA 90245","Mechanisms, Mass Properties, and Ordnance Engineer",        The Aerospace Corporation,NA,"Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Performing analyses, modeling, and independent review of..."
"Los Alamitos, CA",Sr. Counter Intelligence(CI) Research Analyst (CA) with Secu...,        Fulcrum IT,NA,"Fulcrum specializes in the areas of Technology Services, Cyber Security, Intelligence, Analysis and Operations, Missions Systems, Health Care and Human Capital...."
"El Segundo, CA 90245","Parts, Materials, & Processes Engineer",        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. The Aerospace Corporation has provided independent...
"Brea, CA 92821",Informatics Design Quality Manager,"        Beckman Coulter, Inc.",NA,"Partner with Project Management in the development of project plans, status communications, and the deployment of Informatics QRA resource to ensure on-time..."
"Los Angeles, CA",Infection Preventionist,        Mission Community Hospital,NA,"Current license to practice professional nursing in the state of California, or current license as a Clinical Laboratory Scientist or relevant clinical..."
"Los Angeles, CA",Clinical Laboratory Scientist,    Cancer Genetics Inc,NA,"Under the general supervision of the Medical Director, the Clinical Laboratory Scientist (CLS) is responsible for performing pre-analytical, analytical, and..."
"El Segundo, CA 90245",Electro-Optical Engineer,        The Aerospace Corporation,NA,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Perform data analysis of simulated and real electro...
"Los Angeles, CA",Clinical Lab Scientist (per diem),        UCLA Health,NA,A current California Clinical Laboratory Scientist License. The Clinical Lab Technologist performs independently a wide variety of technical procedures in...
